email_text,email_version,weekday,user_country,opened,clicked,hour_bin,purchase_bin,pred_proba
long_email,personalized,Monday,UK,0,0,Afternoon,6-10,0.5913105803479226
short_email,personalized,Tuesday,US,1,1,Night,3-5,0.6747194369689383
long_email,personalized,Tuesday,US,0,0,Night,1-2,0.39004660798029134
long_email,personalized,Wednesday,US,1,0,Afternoon,6-10,0.5138426025097826
long_email,personalized,Sunday,UK,1,0,Morning,3-5,0.43298580816798726
short_email,generic,Thursday,UK,0,0,Morning,3-5,0.3726562758778066
long_email,personalized,Friday,UK,0,0,Morning,3-5,0.4581595666205656
short_email,generic,Saturday,US,0,0,Afternoon,1-2,0.3666373637608358
short_email,generic,Wednesday,UK,0,0,Night,3-5,0.4438280545025664
long_email,generic,Wednesday,US,0,0,Morning,3-5,0.31128431606641926
long_email,personalized,Wednesday,US,0,0,Night,6-10,0.44519768267650833
long_email,personalized,Tuesday,US,0,0,Morning,3-5,0.7119791175624354
long_email,personalized,Saturday,US,0,0,Morning,6-10,0.5453265308666994
short_email,personalized,Monday,UK,0,0,Night,1-2,0.3812184449831048
short_email,personalized,Saturday,US,0,0,Morning,3-5,0.7059848539704349
short_email,personalized,Tuesday,US,0,0,Morning,3-5,0.6349977718772061
short_email,personalized,Thursday,US,0,0,Afternoon,3-5,0.6691483091294268
short_email,generic,Sunday,US,1,0,Afternoon,3-5,0.7288740269429757
short_email,generic,Sunday,US,0,0,Night,6-10,0.48203788131426306
long_email,personalized,Tuesday,US,0,0,Afternoon,1-2,0.5036664354758927
long_email,generic,Saturday,US,0,0,Morning,6-10,0.40979199266300176
long_email,generic,Friday,US,0,0,Afternoon,3-5,0.7417708229440076
short_email,personalized,Saturday,US,0,0,Morning,3-5,0.7059848539704349
long_email,generic,Tuesday,US,0,0,Night,3-5,0.43927194944822673
long_email,personalized,Thursday,US,0,0,Morning,6-10,0.33730179199787924
short_email,generic,Tuesday,US,0,0,Night,0,0.338785829895527
long_email,generic,Tuesday,US,0,0,Night,3-5,0.43927194944822673
long_email,personalized,Sunday,US,0,0,Afternoon,1-2,0.4857056522840299
short_email,personalized,Friday,US,0,0,Afternoon,1-2,0.6317853434098173
short_email,generic,Friday,US,0,0,Morning,6-10,0.325811669969642
long_email,personalized,Sunday,UK,1,0,Afternoon,3-5,0.5540375286185362
short_email,generic,Wednesday,UK,0,0,Night,1-2,0.504425584213691
long_email,generic,Tuesday,US,0,0,Afternoon,3-5,0.31208122586329445
long_email,personalized,Friday,UK,0,0,Afternoon,6-10,0.5794856579849149
long_email,generic,Saturday,UK,0,0,Afternoon,3-5,0.8045811782160883
short_email,generic,Thursday,US,0,0,Morning,6-10,0.49838227511158556
short_email,personalized,Tuesday,FR,0,0,Morning,3-5,0.4159381594558366
short_email,personalized,Friday,US,0,0,Morning,3-5,0.7380186760778323
long_email,generic,Sunday,US,0,0,Night,3-5,0.5963150338905644
short_email,generic,Thursday,US,0,0,Night,3-5,0.5466049083857598
short_email,generic,Wednesday,UK,0,0,Afternoon,3-5,0.5258245227322594
short_email,generic,Wednesday,US,1,0,Morning,3-5,0.561135764890973
long_email,generic,Friday,US,1,0,Morning,3-5,0.5580312409040658
short_email,personalized,Saturday,UK,0,0,Morning,3-5,0.3900726486733218
long_email,personalized,Monday,US,0,0,Morning,6-10,0.43635052226514276
short_email,personalized,Tuesday,US,0,0,Morning,6-10,0.5863310802990516
short_email,generic,Saturday,US,0,0,Night,3-5,0.4972992315776819
short_email,generic,Friday,US,0,0,Morning,6-10,0.325811669969642
short_email,generic,Wednesday,US,0,0,Morning,3-5,0.561135764890973
long_email,generic,Saturday,UK,0,0,Afternoon,6-10,0.49315331479018293
short_email,generic,Saturday,US,0,0,Night,6-10,0.5142885812713758
short_email,generic,Friday,US,0,0,Night,6-10,0.4523462801621983
long_email,personalized,Thursday,UK,0,0,Morning,11+,0.6155783210525174
long_email,generic,Tuesday,US,0,0,Morning,11+,0.41644591872321707
short_email,personalized,Wednesday,UK,0,0,Morning,6-10,0.517345745862589
long_email,generic,Thursday,US,0,0,Morning,6-10,0.3308523039413278
long_email,generic,Friday,US,0,0,Night,3-5,0.6231485187810086
short_email,generic,Saturday,US,0,0,Afternoon,3-5,0.7531029191370574
long_email,personalized,Thursday,UK,0,0,Night,6-10,0.5103540438193113
short_email,personalized,Wednesday,US,0,0,Afternoon,1-2,0.4773257814200474
long_email,personalized,Thursday,US,0,0,Afternoon,1-2,0.400181387608016
long_email,personalized,Sunday,UK,1,0,Morning,6-10,0.4867857663601398
short_email,personalized,Sunday,US,0,0,Night,11+,0.7178232159258048
short_email,personalized,Monday,US,0,0,Afternoon,1-2,0.4646252230363958
long_email,personalized,Saturday,US,1,1,Afternoon,1-2,0.5198572994259674
short_email,personalized,Wednesday,US,0,0,Morning,1-2,0.6511811275908616
long_email,personalized,Thursday,US,0,0,Night,3-5,0.6345525399941663
short_email,personalized,Friday,US,0,0,Morning,6-10,0.633323473154612
long_email,generic,Friday,US,0,0,Afternoon,3-5,0.7417708229440076
short_email,personalized,Friday,US,0,0,Morning,1-2,0.4203456434595487
long_email,generic,Sunday,US,0,0,Night,1-2,0.37284522552080773
short_email,generic,Sunday,US,0,0,Night,6-10,0.48203788131426306
long_email,generic,Friday,UK,0,0,Afternoon,3-5,0.6263464521994714
short_email,generic,Friday,US,0,0,Morning,6-10,0.325811669969642
long_email,personalized,Friday,US,0,0,Morning,1-2,0.3919876313086182
short_email,personalized,Sunday,US,0,0,Morning,3-5,0.4644482750291298
long_email,personalized,Tuesday,US,0,0,Night,3-5,0.7125212983235865
long_email,personalized,Friday,US,0,0,Morning,3-5,0.7351927726428115
short_email,personalized,Saturday,US,0,0,Morning,1-2,0.36833602254006914
short_email,personalized,Sunday,US,0,0,Morning,11+,0.4094218419603422
short_email,personalized,Saturday,ES,0,0,Afternoon,11+,0.32115511038889943
short_email,personalized,Saturday,US,0,0,Morning,1-2,0.36833602254006914
short_email,generic,Sunday,US,0,0,Morning,3-5,0.4107053858905531
long_email,personalized,Tuesday,US,0,0,Morning,6-10,0.4489830470632699
short_email,personalized,Monday,US,0,0,Night,3-5,0.6180961052865837
short_email,generic,Tuesday,US,0,0,Night,3-5,0.5892191891009108
long_email,generic,Thursday,US,0,0,Morning,3-5,0.6477142803053934
long_email,personalized,Tuesday,UK,0,0,Night,1-2,0.6825605272147598
short_email,personalized,Thursday,UK,0,0,Night,11+,0.7481803228862011
short_email,personalized,Monday,UK,0,0,Afternoon,6-10,0.593727256452103
short_email,personalized,Thursday,US,0,0,Morning,1-2,0.6085563213147315
short_email,personalized,Friday,US,0,0,Afternoon,6-10,0.6245744430354967
long_email,personalized,Monday,US,0,0,Afternoon,3-5,0.7305320524279756
short_email,generic,Thursday,US,0,0,Morning,6-10,0.49838227511158556
long_email,personalized,Wednesday,UK,0,0,Afternoon,6-10,0.4934935683787697
long_email,generic,Thursday,US,0,0,Morning,3-5,0.6477142803053934
long_email,generic,Friday,UK,0,0,Afternoon,3-5,0.6263464521994714
short_email,generic,Sunday,US,0,0,Morning,3-5,0.4107053858905531
short_email,personalized,Monday,UK,1,0,Night,1-2,0.3812184449831048
short_email,personalized,Thursday,US,0,0,Afternoon,1-2,0.5060021055987974
long_email,generic,Sunday,US,1,1,Night,3-5,0.5963150338905644
short_email,personalized,Thursday,US,0,0,Afternoon,6-10,0.5869316193546836
short_email,personalized,Saturday,US,0,0,Morning,6-10,0.6346216502274549
long_email,personalized,Friday,US,0,0,Night,3-5,0.7787540185002365
long_email,personalized,Tuesday,UK,1,0,Morning,1-2,0.3231720558310465
long_email,personalized,Saturday,US,0,0,Morning,3-5,0.6121033382406349
short_email,generic,Monday,UK,0,0,Night,3-5,0.5114847010801973
short_email,personalized,Tuesday,US,0,0,Night,3-5,0.6747194369689383
short_email,personalized,Saturday,US,0,0,Night,0,0.3314709903718667
long_email,personalized,Tuesday,FR,0,0,Morning,6-10,0.4530144136097404
short_email,personalized,Tuesday,UK,0,0,Morning,1-2,0.4422352320589258
long_email,personalized,Wednesday,US,1,0,Afternoon,1-2,0.4554858190004684
long_email,personalized,Friday,US,0,0,Morning,1-2,0.3919876313086182
long_email,generic,Monday,UK,0,0,Night,3-5,0.5828427016998456
short_email,generic,Thursday,US,0,0,Morning,6-10,0.49838227511158556
long_email,personalized,Tuesday,UK,0,0,Night,1-2,0.6825605272147598
long_email,personalized,Tuesday,US,0,0,Morning,3-5,0.7119791175624354
short_email,generic,Thursday,US,0,0,Afternoon,3-5,0.594522755878961
short_email,personalized,Sunday,US,0,0,Morning,3-5,0.4644482750291298
long_email,personalized,Thursday,UK,0,0,Afternoon,1-2,0.4327427050973083
long_email,personalized,Tuesday,US,0,0,Morning,6-10,0.4489830470632699
long_email,generic,Tuesday,US,0,0,Morning,3-5,0.332289786965252
short_email,personalized,Tuesday,US,0,0,Afternoon,1-2,0.5278060570504555
long_email,generic,Friday,US,0,0,Morning,6-10,0.30988980262260674
short_email,generic,Wednesday,US,0,0,Afternoon,3-5,0.5246337107495048
short_email,generic,Tuesday,UK,0,0,Morning,3-5,0.5378796114136345
long_email,generic,Monday,UK,0,0,Night,3-5,0.5828427016998456
short_email,personalized,Sunday,US,0,0,Afternoon,3-5,0.7770691558517924
long_email,personalized,Thursday,US,0,0,Morning,3-5,0.5247661469328606
long_email,generic,Friday,US,0,0,Morning,11+,0.39592841311894356
short_email,personalized,Monday,UK,0,0,Morning,6-10,0.491503544048822
long_email,personalized,Thursday,UK,1,0,Morning,6-10,0.4399795799652895
long_email,personalized,Thursday,US,0,0,Morning,6-10,0.33730179199787924
short_email,generic,Monday,US,0,0,Morning,6-10,0.34676104713183803
short_email,personalized,Friday,US,0,0,Morning,3-5,0.7380186760778323
short_email,generic,Sunday,US,0,0,Morning,6-10,0.3205799625262764
long_email,generic,Saturday,US,0,0,Morning,6-10,0.40979199266300176
short_email,personalized,Saturday,UK,0,0,Afternoon,3-5,0.5993762602109458
short_email,generic,Friday,US,0,0,Afternoon,6-10,0.4889461635665864
short_email,personalized,Thursday,FR,0,0,Afternoon,3-5,0.3139383853031965
long_email,personalized,Saturday,US,0,0,Night,3-5,0.7353555371690296
long_email,personalized,Sunday,UK,0,0,Morning,3-5,0.43298580816798726
short_email,personalized,Saturday,UK,0,0,Afternoon,1-2,0.4000443454492901
short_email,generic,Saturday,US,0,0,Night,6-10,0.5142885812713758
long_email,generic,Tuesday,US,0,0,Afternoon,3-5,0.31208122586329445
short_email,generic,Tuesday,UK,0,0,Night,3-5,0.7695482757609993
long_email,personalized,Sunday,US,0,0,Night,1-2,0.5758006763038948
long_email,generic,Thursday,US,0,0,Night,11+,0.37466044369806945
short_email,generic,Thursday,US,0,0,Evening,3-5,0.5200907948494731
short_email,personalized,Sunday,US,0,0,Morning,6-10,0.4931109678497853
long_email,generic,Tuesday,US,0,0,Morning,3-5,0.332289786965252
long_email,personalized,Saturday,UK,1,0,Afternoon,1-2,0.3050084781039148
short_email,personalized,Tuesday,US,0,0,Night,1-2,0.6441242442098507
short_email,generic,Sunday,US,0,0,Morning,6-10,0.3205799625262764
long_email,personalized,Monday,US,0,0,Afternoon,1-2,0.3360820278723653
long_email,personalized,Friday,US,0,0,Night,1-2,0.5995211634002413
short_email,personalized,Monday,US,0,0,Evening,11+,0.47370564654780567
long_email,personalized,Wednesday,US,0,0,Morning,1-2,0.4765922482773454
short_email,generic,Tuesday,UK,0,0,Night,3-5,0.7695482757609993
long_email,personalized,Thursday,US,0,0,Afternoon,1-2,0.400181387608016
long_email,generic,Sunday,US,0,0,Night,6-10,0.5166158335633163
short_email,personalized,Thursday,UK,0,0,Afternoon,1-2,0.6026029028868153
long_email,personalized,Wednesday,US,1,1,Night,3-5,0.6586270492346994
short_email,generic,Friday,US,1,0,Afternoon,6-10,0.4889461635665864
short_email,personalized,Saturday,US,0,0,Night,3-5,0.8153451297197495
long_email,personalized,Friday,US,0,0,Night,1-2,0.5995211634002413
short_email,personalized,Sunday,US,0,0,Night,6-10,0.6794933359146268
short_email,personalized,Tuesday,US,1,0,Night,6-10,0.5210507505309656
long_email,generic,Sunday,US,0,0,Night,1-2,0.37284522552080773
short_email,personalized,Saturday,US,0,0,Night,3-5,0.8153451297197495
long_email,personalized,Wednesday,US,0,0,Night,6-10,0.44519768267650833
short_email,generic,Monday,UK,0,0,Morning,3-5,0.3841269269042343
long_email,personalized,Thursday,UK,0,0,Afternoon,1-2,0.4327427050973083
long_email,generic,Sunday,UK,1,0,Morning,6-10,0.46255913354175393
long_email,personalized,Sunday,US,0,0,Morning,3-5,0.6127194005301457
long_email,personalized,Monday,US,1,0,Morning,3-5,0.4204106937545681
short_email,personalized,Wednesday,US,0,0,Morning,1-2,0.6511811275908616
long_email,generic,Friday,US,0,0,Morning,6-10,0.30988980262260674
short_email,personalized,Sunday,US,0,0,Night,6-10,0.6794933359146268
short_email,generic,Wednesday,UK,0,0,Night,1-2,0.504425584213691
short_email,personalized,Friday,US,0,0,Morning,3-5,0.7380186760778323
long_email,personalized,Friday,UK,1,0,Afternoon,1-2,0.49352415315781173
long_email,generic,Sunday,UK,0,0,Afternoon,3-5,0.4180835389504356
long_email,personalized,Wednesday,US,0,0,Night,11+,0.47237519639370873
short_email,personalized,Monday,US,1,1,Morning,3-5,0.5462891032691266
long_email,personalized,Monday,US,0,0,Morning,6-10,0.43635052226514276
long_email,personalized,Saturday,US,0,0,Morning,6-10,0.5453265308666994
long_email,personalized,Thursday,US,0,0,Afternoon,3-5,0.6292464478403582
short_email,personalized,Sunday,US,0,0,Morning,3-5,0.4644482750291298
long_email,personalized,Monday,US,0,0,Night,3-5,0.4088495698639171
long_email,personalized,Sunday,US,1,1,Morning,3-5,0.6127194005301457
short_email,personalized,Sunday,UK,0,0,Afternoon,3-5,0.8082702897587071
short_email,generic,Wednesday,US,0,0,Morning,6-10,0.41949856047170964
long_email,personalized,Thursday,US,0,0,Night,3-5,0.6345525399941663
long_email,personalized,Thursday,US,0,0,Night,11+,0.3966160734437267
short_email,personalized,Wednesday,US,1,0,Afternoon,6-10,0.6250536637035023
long_email,generic,Tuesday,US,0,0,Afternoon,1-2,0.31659418342237233
short_email,personalized,Friday,US,0,0,Night,3-5,0.5701008899345708
short_email,personalized,Monday,US,0,0,Morning,3-5,0.5462891032691266
long_email,personalized,Saturday,UK,0,0,Night,3-5,0.4113163360775491
short_email,personalized,Wednesday,US,0,0,Morning,1-2,0.6511811275908616
long_email,generic,Friday,UK,0,0,Morning,6-10,0.3431253204782263
short_email,generic,Monday,US,0,0,Evening,3-5,0.3785379841477712
short_email,generic,Tuesday,US,0,0,Morning,6-10,0.42029041738096296
long_email,personalized,Wednesday,US,0,0,Night,6-10,0.44519768267650833
short_email,personalized,Saturday,US,0,0,Morning,6-10,0.6346216502274549
short_email,personalized,Sunday,US,1,0,Morning,3-5,0.4644482750291298
short_email,personalized,Wednesday,UK,0,0,Evening,1-2,0.41363201071560846
long_email,personalized,Wednesday,UK,0,0,Morning,6-10,0.49868462427780025
long_email,generic,Friday,US,0,0,Night,6-10,0.497978951996646
short_email,personalized,Monday,US,0,0,Night,1-2,0.3440558485248338
short_email,personalized,Wednesday,US,0,0,Afternoon,1-2,0.4773257814200474
long_email,personalized,Thursday,US,0,0,Afternoon,3-5,0.6292464478403582
short_email,generic,Friday,US,1,0,Morning,6-10,0.325811669969642
short_email,personalized,Monday,US,0,0,Morning,3-5,0.5462891032691266
long_email,generic,Saturday,UK,1,0,Morning,6-10,0.345899165561383
long_email,generic,Saturday,US,0,0,Night,3-5,0.688626512206378
long_email,personalized,Saturday,US,1,0,Morning,3-5,0.6121033382406349
long_email,generic,Sunday,US,0,0,Night,6-10,0.5166158335633163
short_email,personalized,Thursday,US,1,1,Morning,1-2,0.6085563213147315
short_email,personalized,Monday,US,1,0,Afternoon,1-2,0.4646252230363958
short_email,personalized,Wednesday,UK,0,0,Evening,1-2,0.41363201071560846
short_email,personalized,Sunday,US,0,0,Night,1-2,0.5191393926207133
long_email,generic,Friday,UK,0,0,Morning,6-10,0.3431253204782263
short_email,personalized,Saturday,US,0,0,Afternoon,6-10,0.6805243224340635
short_email,personalized,Friday,US,0,0,Night,1-2,0.6627273196998693
short_email,generic,Friday,US,0,0,Morning,3-5,0.4344745684566742
long_email,personalized,Wednesday,US,0,0,Night,6-10,0.44519768267650833
short_email,personalized,Saturday,US,0,0,Afternoon,1-2,0.5447418498754191
long_email,personalized,Tuesday,US,0,0,Morning,1-2,0.5450965417422567
short_email,personalized,Tuesday,US,0,0,Morning,6-10,0.5863310802990516
short_email,generic,Friday,US,0,0,Night,3-5,0.5962598289778905
long_email,personalized,Monday,US,0,0,Night,1-2,0.3663819604414084
long_email,personalized,Friday,US,0,0,Morning,3-5,0.7351927726428115
long_email,generic,Sunday,US,0,0,Morning,6-10,0.4273957511719436
short_email,generic,Wednesday,US,0,0,Afternoon,1-2,0.30395576181378753
long_email,personalized,Friday,US,1,0,Morning,1-2,0.3919876313086182
long_email,generic,Tuesday,US,0,0,Morning,3-5,0.332289786965252
long_email,personalized,Saturday,US,0,0,Morning,1-2,0.3290574993777346
long_email,personalized,Saturday,US,1,0,Morning,1-2,0.3290574993777346
long_email,generic,Sunday,US,0,0,Morning,3-5,0.31976844652107195
long_email,personalized,Tuesday,US,0,0,Morning,1-2,0.5450965417422567
long_email,personalized,Sunday,US,0,0,Morning,1-2,0.5017431749039825
short_email,generic,Saturday,US,0,0,Night,3-5,0.4972992315776819
long_email,personalized,Sunday,US,0,0,Morning,6-10,0.604924581128346
long_email,personalized,Tuesday,US,0,0,Morning,1-2,0.5450965417422567
short_email,personalized,Thursday,UK,1,1,Morning,3-5,0.423361037029497
long_email,generic,Saturday,UK,0,0,Morning,6-10,0.345899165561383
long_email,generic,Wednesday,US,0,0,Afternoon,6-10,0.3231197569581558
long_email,personalized,Tuesday,US,0,0,Night,6-10,0.44736161736357155
short_email,personalized,Thursday,US,0,0,Morning,6-10,0.538558393296371
short_email,generic,Friday,UK,0,0,Afternoon,6-10,0.5468263374077998
long_email,personalized,Wednesday,US,1,0,Morning,6-10,0.4322170061493289
short_email,generic,Wednesday,US,0,0,Night,3-5,0.47487821325760554
short_email,personalized,Wednesday,US,0,0,Night,3-5,0.7285692224232091
long_email,generic,Saturday,US,1,0,Morning,3-5,0.6915514234977151
short_email,generic,Friday,UK,0,0,Morning,11+,0.43959023168219014
long_email,personalized,Thursday,US,0,0,Night,6-10,0.37618548580597966
long_email,personalized,Tuesday,US,0,0,Morning,3-5,0.7119791175624354
long_email,personalized,Friday,UK,0,0,Morning,3-5,0.4581595666205656
long_email,personalized,Friday,US,0,0,Afternoon,1-2,0.5790375610800028
long_email,generic,Sunday,US,0,0,Morning,6-10,0.4273957511719436
short_email,generic,Monday,US,1,0,Afternoon,6-10,0.45787565604749403
short_email,personalized,Friday,UK,0,0,Afternoon,6-10,0.6127695789914376
long_email,generic,Saturday,UK,0,0,Night,3-5,0.409547472840188
short_email,personalized,Sunday,US,0,0,Morning,3-5,0.4644482750291298
long_email,personalized,Friday,UK,0,0,Afternoon,1-2,0.49352415315781173
short_email,generic,Tuesday,US,0,0,Afternoon,1-2,0.31426751363734096
long_email,generic,Thursday,US,0,0,Morning,3-5,0.6477142803053934
short_email,personalized,Wednesday,FR,0,0,Afternoon,1-2,0.35095207330608347
short_email,personalized,Wednesday,UK,0,0,Night,3-5,0.6853356135514694
short_email,personalized,Tuesday,UK,1,0,Night,6-10,0.6180176477858736
short_email,generic,Friday,US,0,0,Afternoon,3-5,0.722239906538625
short_email,personalized,Sunday,US,0,0,Afternoon,1-2,0.6352748761813904
long_email,personalized,Sunday,US,1,0,Night,3-5,0.8089115700912847
long_email,personalized,Monday,US,0,0,Morning,6-10,0.43635052226514276
short_email,generic,Saturday,US,0,0,Morning,11+,0.3501824713331555
long_email,generic,Saturday,US,0,0,Morning,3-5,0.6915514234977151
short_email,personalized,Saturday,US,1,0,Morning,6-10,0.6346216502274549
long_email,generic,Tuesday,US,0,0,Afternoon,6-10,0.32097202066487696
short_email,personalized,Wednesday,UK,0,0,Morning,3-5,0.5089486706352836
short_email,generic,Friday,US,0,0,Afternoon,6-10,0.4889461635665864
short_email,generic,Thursday,US,0,0,Afternoon,3-5,0.594522755878961
long_email,personalized,Tuesday,UK,0,0,Morning,3-5,0.30558406447310643
long_email,generic,Saturday,US,0,0,Night,6-10,0.5480773210935989
short_email,personalized,Friday,US,0,0,Night,3-5,0.5701008899345708
short_email,personalized,Tuesday,UK,0,0,Night,3-5,0.6745210161243824
long_email,personalized,Sunday,US,0,0,Morning,3-5,0.6127194005301457
short_email,personalized,Friday,US,0,0,Morning,3-5,0.7380186760778323
long_email,personalized,Wednesday,UK,0,0,Night,6-10,0.4733658457440458
long_email,personalized,Thursday,US,0,0,Night,6-10,0.37618548580597966
long_email,personalized,Friday,UK,0,0,Morning,3-5,0.4581595666205656
short_email,personalized,Monday,UK,0,0,Afternoon,6-10,0.593727256452103
short_email,personalized,Friday,UK,0,0,Morning,3-5,0.4250355879852056
short_email,generic,Wednesday,UK,0,0,Night,3-5,0.4438280545025664
long_email,personalized,Friday,UK,0,0,Morning,3-5,0.4581595666205656
short_email,generic,Wednesday,US,1,1,Afternoon,6-10,0.4475131693589315
long_email,generic,Sunday,US,1,0,Morning,6-10,0.4273957511719436
short_email,generic,Wednesday,US,0,0,Morning,3-5,0.561135764890973
long_email,personalized,Monday,UK,1,0,Morning,6-10,0.4797068422343084
short_email,personalized,Saturday,US,0,0,Morning,1-2,0.36833602254006914
short_email,generic,Friday,US,0,0,Morning,11+,0.36214322242107
long_email,generic,Saturday,US,1,0,Morning,3-5,0.6915514234977151
short_email,personalized,Friday,UK,0,0,Morning,3-5,0.4250355879852056
long_email,generic,Thursday,US,0,0,Night,3-5,0.6596958024046216
long_email,personalized,Saturday,US,0,0,Morning,1-2,0.3290574993777346
long_email,personalized,Sunday,UK,1,0,Afternoon,3-5,0.5540375286185362
long_email,personalized,Monday,US,0,0,Afternoon,3-5,0.7305320524279756
short_email,generic,Wednesday,US,0,0,Morning,3-5,0.561135764890973
short_email,personalized,Monday,US,1,1,Morning,6-10,0.5375586424639486
long_email,generic,Saturday,FR,0,0,Night,3-5,0.611511186085723
long_email,personalized,Tuesday,US,0,0,Afternoon,6-10,0.5683097534388076
long_email,generic,Tuesday,US,0,0,Morning,3-5,0.332289786965252
short_email,personalized,Wednesday,UK,1,0,Afternoon,6-10,0.63972857310126
short_email,personalized,Saturday,UK,0,0,Morning,6-10,0.4756091047207452
long_email,personalized,Saturday,UK,0,0,Morning,6-10,0.5520944261280266
long_email,personalized,Friday,UK,1,1,Morning,3-5,0.4581595666205656
long_email,generic,Friday,US,0,0,Night,3-5,0.6231485187810086
long_email,personalized,Sunday,US,0,0,Afternoon,3-5,0.7214351340117711
short_email,generic,Sunday,US,1,1,Night,11+,0.6278033142306528
short_email,personalized,Tuesday,US,0,0,Night,6-10,0.5210507505309656
short_email,generic,Thursday,US,0,0,Afternoon,3-5,0.594522755878961
short_email,personalized,Wednesday,US,0,0,Night,6-10,0.5797490880875703
long_email,personalized,Friday,US,1,0,Morning,6-10,0.4854480908875957
short_email,personalized,Monday,UK,0,0,Morning,6-10,0.491503544048822
long_email,personalized,Sunday,US,0,0,Night,6-10,0.6773795441556518
short_email,personalized,Wednesday,US,0,0,Afternoon,1-2,0.4773257814200474
long_email,personalized,Friday,US,0,0,Night,3-5,0.7787540185002365
long_email,personalized,Monday,UK,0,0,Night,6-10,0.6434513987588696
short_email,personalized,Sunday,US,0,0,Morning,3-5,0.4644482750291298
long_email,personalized,Friday,ES,1,0,Afternoon,6-10,0.41750080054114713
short_email,personalized,Saturday,UK,0,0,Night,1-2,0.5358258301207391
long_email,generic,Thursday,US,0,0,Morning,6-10,0.3308523039413278
long_email,personalized,Sunday,US,0,0,Morning,6-10,0.604924581128346
long_email,generic,Thursday,US,0,0,Morning,3-5,0.6477142803053934
short_email,personalized,Tuesday,US,1,0,Morning,1-2,0.6983544311624194
short_email,personalized,Sunday,US,0,0,Morning,3-5,0.4644482750291298
long_email,generic,Wednesday,US,0,0,Night,6-10,0.37210501798301915
short_email,generic,Saturday,US,0,0,Night,6-10,0.5142885812713758
long_email,personalized,Thursday,US,0,0,Morning,3-5,0.5247661469328606
short_email,generic,Sunday,US,0,0,Afternoon,1-2,0.4037040395204721
short_email,personalized,Saturday,UK,0,0,Morning,3-5,0.3900726486733218
short_email,generic,Monday,UK,0,0,Night,3-5,0.5114847010801973
short_email,personalized,Monday,US,0,0,Night,6-10,0.4937429495080481
long_email,generic,Friday,US,0,0,Evening,6-10,0.3987551212639227
short_email,generic,Saturday,US,0,0,Morning,6-10,0.3636002093062599
short_email,personalized,Tuesday,UK,0,0,Night,1-2,0.5783815601517529
long_email,generic,Saturday,US,0,0,Night,3-5,0.688626512206378
short_email,personalized,Wednesday,US,0,0,Morning,3-5,0.6735235001027445
short_email,personalized,Sunday,US,0,0,Afternoon,6-10,0.6977735741190939
long_email,generic,Friday,US,0,0,Night,3-5,0.6231485187810086
short_email,generic,Sunday,US,0,0,Morning,3-5,0.4107053858905531
short_email,generic,Thursday,UK,0,0,Morning,6-10,0.4444330644703532
long_email,personalized,Sunday,US,0,0,Morning,3-5,0.6127194005301457
short_email,generic,Sunday,US,0,0,Afternoon,3-5,0.7288740269429757
short_email,personalized,Tuesday,US,1,0,Night,1-2,0.6441242442098507
short_email,personalized,Sunday,US,0,0,Night,3-5,0.6900999305166832
short_email,generic,Tuesday,UK,0,0,Morning,6-10,0.41080790181211424
short_email,personalized,Sunday,FR,0,0,Afternoon,1-2,0.3534549248390623
short_email,personalized,Thursday,US,0,0,Morning,6-10,0.538558393296371
long_email,personalized,Sunday,US,0,0,Night,3-5,0.8089115700912847
short_email,personalized,Friday,US,0,0,Morning,6-10,0.633323473154612
long_email,generic,Wednesday,US,0,0,Morning,3-5,0.31128431606641926
short_email,generic,Saturday,US,0,0,Morning,6-10,0.3636002093062599
short_email,generic,Saturday,US,0,0,Afternoon,6-10,0.5027278411035192
long_email,generic,Thursday,US,0,0,Night,3-5,0.6596958024046216
short_email,personalized,Wednesday,US,0,0,Morning,11+,0.5275166669462561
long_email,generic,Saturday,US,0,0,Afternoon,3-5,0.7704927639680451
short_email,personalized,Tuesday,US,1,0,Afternoon,1-2,0.5278060570504555
long_email,generic,Wednesday,US,0,0,Night,3-5,0.33485889853531803
short_email,generic,Thursday,UK,0,0,Morning,6-10,0.4444330644703532
long_email,generic,Thursday,US,1,0,Morning,3-5,0.6477142803053934
long_email,personalized,Friday,UK,0,0,Afternoon,3-5,0.7099822612533799
long_email,personalized,Saturday,US,0,0,Night,3-5,0.7353555371690296
short_email,personalized,Sunday,US,0,0,Night,11+,0.7178232159258048
short_email,personalized,Sunday,US,1,0,Night,3-5,0.6900999305166832
short_email,personalized,Saturday,US,0,0,Morning,1-2,0.36833602254006914
short_email,generic,Thursday,US,0,0,Morning,3-5,0.5317326336039205
long_email,generic,Saturday,US,0,0,Morning,6-10,0.40979199266300176
short_email,generic,Sunday,US,0,0,Night,3-5,0.5437460841563161
short_email,personalized,Tuesday,US,0,0,Morning,1-2,0.6983544311624194
short_email,personalized,Monday,US,0,0,Night,6-10,0.4937429495080481
short_email,personalized,Thursday,US,1,0,Morning,3-5,0.5931117754469422
long_email,personalized,Sunday,US,0,0,Morning,6-10,0.604924581128346
short_email,personalized,Tuesday,UK,0,0,Night,6-10,0.6180176477858736
long_email,personalized,Tuesday,US,1,0,Afternoon,3-5,0.7576789322582915
long_email,generic,Sunday,FR,0,0,Evening,6-10,0.4079864210391031
long_email,generic,Sunday,US,0,0,Morning,3-5,0.31976844652107195
